,Subscription Premium Cancel,time,month,quarter,day_week
162,0,1,3,1,2
163,0,1,3,1,2
164,0,1,3,1,2
165,0,2,3,1,2
166,0,2,3,1,2
167,0,2,3,1,2
168,0,2,3,1,2
169,0,12,3,1,2
170,0,16,2,1,2
171,0,8,2,1,5
172,0,8,2,1,5
173,0,17,4,2,1
174,0,17,4,2,1
175,0,17,4,2,1
176,0,1,3,1,3
177,0,20,3,1,6
178,0,20,3,1,6
179,0,17,3,1,3
180,0,17,3,1,3
181,0,18,3,1,1
182,0,18,3,1,1
183,0,18,3,1,1
184,0,18,3,1,1
185,0,18,3,1,1
186,0,18,3,1,1
187,0,18,3,1,1
188,0,18,3,1,1
189,0,18,3,1,1
190,0,18,3,1,1
191,0,10,3,1,0
192,0,18,1,1,2
193,0,19,1,1,2
194,0,16,3,1,6
195,0,16,3,1,6
196,0,18,2,1,4
197,0,18,2,1,4
198,0,18,2,1,4
199,0,21,2,1,0
200,0,21,2,1,0
201,0,21,2,1,0
202,0,21,2,1,0
203,0,21,2,1,0
204,0,21,2,1,0
205,0,23,2,1,0
206,0,23,2,1,0
207,0,23,2,1,0
208,0,19,2,1,3
209,0,19,2,1,3
210,1,19,2,1,3
211,0,2,3,1,3
212,0,2,3,1,3
213,0,17,4,2,1
214,0,17,4,2,1
215,0,21,1,1,3
216,0,21,1,1,3
217,0,21,1,1,3
218,0,15,1,1,0
219,0,9,1,1,3
220,0,9,1,1,3
221,0,9,1,1,3
222,0,9,1,1,3
223,0,9,1,1,3
224,0,9,1,1,3
225,0,9,1,1,3
226,0,9,1,1,3
227,0,16,2,1,1
228,0,17,2,1,2
229,0,9,2,1,3
230,0,9,2,1,3
231,0,9,2,1,3
232,0,10,2,1,3
233,0,11,2,1,4
234,0,11,2,1,4
235,0,11,2,1,4
236,0,11,2,1,4
237,0,18,2,1,4
238,0,19,3,1,4
239,0,17,3,1,1
240,0,17,3,1,1
241,0,9,3,1,4
242,0,9,3,1,4
243,0,9,3,1,4
244,0,9,3,1,4
245,0,9,3,1,4
246,0,9,3,1,4
247,0,9,3,1,4
248,0,9,3,1,4
249,0,8,3,1,6
250,0,8,3,1,6
251,0,8,3,1,6
252,0,8,3,1,6
253,0,8,3,1,6
254,0,8,3,1,6
255,0,9,3,1,6
256,0,9,3,1,6
257,0,8,4,2,4
258,0,8,4,2,4
259,0,8,4,2,4
260,0,8,4,2,4
261,0,8,4,2,4
262,0,8,4,2,4
263,0,8,4,2,3
264,0,9,4,2,3
265,0,12,4,2,4
266,0,23,1,1,3
267,0,21,2,1,5
268,0,21,2,1,5
269,0,21,2,1,5
270,0,21,2,1,5
271,0,21,2,1,5
272,0,23,2,1,6
273,0,14,2,1,2
274,0,14,2,1,4
275,0,15,2,1,5
276,0,1,3,1,5
277,0,0,3,1,6
278,0,0,3,1,6
279,0,1,4,2,1
280,0,1,3,1,2
281,0,1,3,1,2
282,0,1,3,1,2
283,0,1,3,1,2
284,0,21,3,1,5
285,0,21,3,1,5
286,0,21,3,1,5
287,0,21,3,1,5
288,0,21,3,1,5
289,0,8,3,1,3
290,0,8,3,1,4
291,0,20,3,1,5
292,0,8,3,1,3
293,0,8,4,2,3
294,0,8,4,2,5
295,0,17,2,1,4
296,0,17,2,1,4
297,0,4,1,1,5
298,0,4,1,1,5
299,0,4,1,1,5
300,0,4,1,1,5
301,0,1,3,1,5
302,0,1,3,1,5
303,0,1,3,1,5
304,0,1,3,1,5
305,0,1,3,1,5
306,0,1,3,1,5
307,0,1,3,1,5
308,0,1,3,1,5
309,0,1,3,1,5
310,0,5,3,1,5
311,0,5,3,1,5
312,0,5,3,1,5
313,0,5,3,1,5
314,0,18,2,1,0
315,0,18,2,1,0
316,0,18,2,1,0
317,0,18,2,1,0
318,0,18,2,1,0
319,0,19,4,2,4
320,0,19,4,2,4
321,0,19,4,2,4
322,0,19,4,2,4
323,0,19,4,2,4
324,0,10,4,2,2
325,1,10,4,2,2
326,0,14,3,1,6
327,0,14,3,1,6
328,0,14,3,1,6
329,0,14,3,1,6
330,0,13,3,1,2
331,0,12,4,2,4
332,0,22,3,1,2
333,0,22,3,1,2
334,0,23,4,2,2
335,0,23,4,2,2
336,0,18,3,1,6
337,0,18,3,1,6
338,0,23,3,1,5
339,0,23,3,1,5
340,0,23,3,1,5
341,0,23,3,1,5
342,0,18,3,1,5
343,0,18,3,1,5
344,0,18,3,1,5
345,0,18,3,1,5
346,1,18,3,1,5
347,0,8,3,1,4
348,0,8,3,1,6
349,0,15,3,1,0
350,0,15,3,1,0
351,0,2,2,1,5
352,0,20,3,1,3
353,0,20,3,1,3
354,0,20,3,1,3
355,0,10,4,2,3
356,0,20,3,1,2
357,0,20,3,1,2
358,0,12,3,1,3
359,0,12,3,1,3
360,0,0,3,1,5
361,0,0,3,1,5
362,0,0,3,1,5
363,0,0,3,1,5
364,0,10,4,2,4
365,0,16,1,1,2
366,0,16,3,1,4
367,0,23,3,1,5
368,0,23,3,1,5
369,0,23,4,2,1
370,0,15,4,2,0
371,0,1,2,1,2
372,0,15,2,1,3
373,0,15,2,1,3
374,0,15,2,1,3
375,0,16,2,1,3
376,0,16,2,1,3
377,0,1,2,1,4
378,0,14,2,1,4
379,0,14,2,1,4
380,0,14,2,1,4
381,0,14,2,1,4
382,1,15,2,1,4
383,0,2,3,1,4
384,0,2,3,1,4
385,0,0,3,1,1
386,0,0,3,1,1
387,0,0,3,1,1
388,0,0,3,1,1
389,0,0,3,1,1
390,0,22,2,1,0
391,0,22,2,1,0
392,0,9,3,1,6
393,0,9,3,1,6
394,0,23,2,1,2
395,0,23,2,1,2
396,0,10,3,1,0
397,0,1,3,1,2
398,0,1,3,1,2
399,0,21,3,1,4
400,0,18,2,1,0
401,0,18,2,1,0
402,0,17,3,1,3
403,0,17,3,1,3
404,0,18,3,1,3
405,0,18,3,1,3
406,0,18,4,2,0
407,0,18,3,1,1
408,0,18,3,1,1
409,0,0,2,1,2
410,0,0,2,1,2
411,0,0,2,1,2
412,0,11,3,1,5
413,0,11,3,1,5
414,0,11,3,1,5
415,0,11,3,1,5
416,0,16,3,1,6
417,0,22,3,1,5
418,0,22,3,1,5
419,0,14,1,1,1
420,0,20,3,1,1
421,0,20,3,1,1
422,0,20,3,1,1
423,0,13,3,1,2
424,0,13,3,1,2
425,0,13,3,1,2
426,0,13,3,1,2
427,0,1,3,1,3
428,0,1,3,1,3
429,0,1,3,1,3
430,0,1,3,1,3
431,0,1,3,1,3
432,0,1,3,1,3
433,0,1,3,1,3
434,0,1,3,1,3
435,0,2,3,1,3
436,0,2,3,1,3
437,0,16,2,1,0
438,0,17,2,1,5
439,0,17,2,1,5
440,0,3,2,1,2
441,0,3,2,1,2
442,0,5,4,2,6
443,0,5,4,2,6
444,0,17,2,1,3
445,0,22,2,1,4
446,0,22,2,1,4
447,0,18,4,2,1
448,0,18,4,2,1
449,0,18,3,1,1
450,0,18,3,1,1
451,0,19,3,1,1
452,0,19,3,1,1
453,0,19,3,1,1
454,0,12,4,2,5
455,0,12,4,2,5
456,0,12,4,2,5
457,0,12,4,2,5
458,1,12,4,2,5
459,0,13,4,2,5
460,0,13,4,2,5
461,0,13,4,2,5
462,0,13,4,2,5
463,0,13,4,2,5
464,0,13,4,2,5
465,1,13,4,2,5
466,0,13,4,2,5
467,0,13,3,1,5
468,0,16,2,1,5
469,0,16,2,1,5
470,0,16,2,1,5
471,0,16,2,1,5
472,0,16,2,1,5
473,0,16,2,1,5
474,0,16,2,1,5
475,0,14,2,1,4
476,0,14,2,1,4
477,0,15,2,1,6
478,0,15,2,1,6
479,0,14,2,1,0
480,0,0,2,1,4
481,0,0,2,1,4
482,0,0,2,1,4
483,0,0,2,1,4
484,0,0,2,1,4
485,0,0,2,1,4
486,0,0,2,1,4
487,0,0,2,1,4
488,0,0,2,1,4
489,0,0,2,1,4
490,0,2,2,1,4
491,0,2,2,1,4
492,0,8,1,1,1
493,0,8,1,1,1
494,0,9,1,1,1
495,0,9,1,1,1
496,0,6,1,1,4
497,0,7,1,1,4
498,0,10,1,1,4
499,0,10,1,1,4
500,0,7,1,1,6
501,0,6,1,1,0
502,0,7,1,1,0
503,0,6,1,1,1
504,0,7,1,1,1
505,0,7,1,1,5
506,0,7,1,1,5
507,0,6,1,1,0
508,0,6,1,1,0
509,0,7,1,1,0
510,0,7,1,1,0
511,0,7,1,1,0
512,0,7,1,1,0
513,0,7,1,1,0
514,0,7,1,1,0
515,0,7,1,1,0
516,0,11,2,1,1
517,0,6,2,1,0
518,0,7,2,1,0
519,0,7,2,1,0
520,0,7,2,1,0
521,0,7,2,1,0
522,0,7,2,1,0
523,0,10,2,1,0
524,0,6,2,1,1
525,0,7,2,1,1
526,0,6,2,1,4
527,0,6,2,1,4
528,0,6,2,1,4
529,0,6,2,1,4
530,0,6,2,1,4
531,0,6,2,1,4
532,0,6,2,1,4
533,0,7,2,1,4
534,0,6,2,1,6
535,0,6,2,1,6
536,0,6,2,1,0
537,0,7,2,1,0
538,0,6,2,1,1
539,0,7,2,1,1
540,0,7,2,1,1
541,0,1,2,1,4
542,0,6,2,1,4
543,0,20,2,1,0
544,0,7,2,1,2
545,0,7,2,1,2
546,0,7,2,1,2
547,0,7,2,1,2
548,0,7,2,1,2
549,0,6,2,1,3
550,0,7,2,1,3
551,0,6,2,1,5
552,0,7,2,1,5
553,0,7,2,1,5
554,0,10,2,1,5
555,0,6,3,1,5
556,0,6,3,1,6
557,0,6,3,1,6
558,0,6,3,1,6
559,0,6,3,1,6
560,0,6,3,1,6
561,0,6,3,1,6
562,0,6,3,1,6
563,0,6,3,1,0
564,0,6,3,1,0
565,0,7,3,1,0
566,0,7,3,1,0
567,0,7,3,1,0
568,0,6,3,1,1
569,0,6,3,1,1
570,0,7,3,1,3
571,0,7,3,1,3
572,0,12,3,1,5
573,0,12,3,1,5
574,0,12,3,1,5
575,0,7,3,1,6
576,0,7,3,1,6
577,0,12,3,1,6
578,0,6,3,1,0
579,0,6,3,1,0
580,0,5,3,1,1
581,0,5,3,1,3
582,0,5,3,1,3
583,0,5,3,1,3
584,0,5,3,1,3
585,0,5,3,1,3
586,0,5,3,1,5
587,0,6,3,1,5
588,0,6,3,1,5
589,0,6,3,1,5
590,0,6,3,1,5
591,0,6,3,1,1
592,0,6,3,1,1
593,0,6,3,1,2
594,0,6,3,1,2
595,0,7,3,1,2
596,0,7,3,1,2
597,0,6,3,1,3
598,0,8,3,1,4
599,0,8,3,1,4
600,0,8,3,1,4
601,0,15,3,1,6
602,0,15,3,1,6
603,0,5,3,1,0
604,0,6,3,1,1
605,0,6,3,1,1
606,0,6,3,1,1
607,0,6,3,1,1
608,0,22,4,2,4
609,0,6,4,2,0
610,0,6,4,2,0
611,0,6,4,2,0
612,0,6,4,2,0
613,0,5,4,2,1
614,0,6,4,2,1
615,0,6,4,2,1
616,0,6,4,2,1
617,0,6,4,2,1
618,0,6,4,2,2
619,0,5,4,2,4
620,0,5,4,2,4
621,0,5,4,2,4
622,0,6,4,2,5
623,0,6,4,2,6
624,0,6,4,2,6
625,0,6,4,2,6
626,0,6,4,2,0
627,0,6,4,2,0
628,0,6,4,2,0
629,0,8,4,2,1
630,0,6,4,2,2
631,0,6,4,2,3
632,0,23,3,1,2
633,0,17,3,1,6
634,0,21,4,2,3
635,0,21,4,2,3
636,0,21,4,2,3
637,0,21,4,2,3
638,0,21,4,2,3
639,0,22,4,2,3
640,0,22,4,2,3
641,0,2,4,2,4
642,0,2,4,2,4
643,0,2,4,2,4
644,0,2,4,2,4
645,0,2,4,2,4
646,0,2,4,2,4
647,0,13,4,2,5
648,0,13,4,2,5
649,0,18,3,1,1
650,0,18,3,1,1
651,0,18,3,1,1
652,0,18,3,1,1
653,0,18,3,1,1
654,0,23,3,1,1
655,0,23,3,1,1
656,0,23,3,1,1
657,0,23,3,1,1
658,0,23,3,1,1
659,0,11,3,1,1
660,0,23,3,1,3
661,0,8,3,1,2
662,0,10,3,1,2
663,0,10,3,1,2
664,0,21,3,1,0
665,0,21,3,1,0
666,0,21,3,1,0
667,0,21,3,1,0
668,0,5,3,1,2
669,0,5,3,1,2
670,0,20,4,2,6
671,0,20,4,2,6
672,0,0,3,1,2
673,0,20,1,1,6
674,0,20,1,1,6
675,0,20,1,1,6
676,0,19,3,1,6
677,0,19,3,1,6
678,0,19,3,1,6
679,0,19,3,1,6
680,0,19,3,1,6
681,0,11,4,2,5
682,0,18,4,2,0
683,0,18,4,2,0
684,0,18,4,2,0
685,0,20,4,2,0
686,0,20,4,2,0
687,0,14,4,2,2
688,0,17,2,1,4
689,0,17,2,1,4
690,0,17,2,1,4
691,0,17,2,1,4
692,0,17,2,1,4
693,0,18,2,1,4
694,0,18,2,1,4
695,0,18,2,1,4
696,0,18,2,1,4
697,0,18,2,1,4
698,1,19,2,1,4
699,0,22,2,1,4
700,0,22,2,1,4
701,0,14,2,1,0
702,0,14,2,1,0
703,0,14,3,1,2
704,0,14,3,1,3
705,0,14,3,1,5
706,0,14,3,1,5
707,0,16,3,1,5
708,0,0,3,1,5
709,0,0,3,1,5
710,0,0,3,1,5
711,0,0,3,1,5
712,0,0,3,1,5
713,0,15,3,1,5
714,0,18,3,1,0
715,0,1,2,1,4
716,0,6,1,1,2
717,0,7,1,1,2
718,0,7,1,1,5
719,0,7,1,1,5
720,0,1,2,1,4
721,0,2,2,1,1
722,0,20,3,1,0
723,0,23,2,1,1
724,0,23,2,1,1
725,0,23,2,1,1
726,0,22,3,1,4
727,0,16,4,2,6
728,0,16,4,2,6
729,0,16,4,2,6
730,0,2,1,1,1
731,0,2,1,1,1
732,0,3,1,1,1
733,0,3,1,1,1
734,0,3,1,1,1
735,0,3,1,1,1
736,0,15,3,1,4
737,0,16,3,1,4
738,0,16,3,1,4
739,0,22,3,1,4
740,0,4,3,1,1
741,0,4,3,1,1
742,0,4,3,1,1
743,0,4,3,1,1
744,0,1,3,1,3
745,0,1,3,1,3
746,0,1,3,1,3
747,0,1,3,1,3
748,0,10,3,1,2
749,0,10,3,1,2
750,0,10,3,1,2
751,0,10,3,1,2
752,0,11,3,1,6
753,0,15,3,1,0
754,0,15,3,1,0
755,0,15,3,1,0
756,0,15,3,1,0
757,0,15,3,1,0
758,0,15,3,1,0
759,0,15,3,1,0
760,0,19,3,1,0
761,0,19,3,1,0
762,0,18,3,1,1
763,0,18,3,1,1
764,0,20,3,1,1
765,0,10,3,1,4
766,0,10,3,1,4
767,0,3,2,1,3
768,0,4,2,1,3
769,0,23,3,1,6
770,0,0,3,1,0
771,0,0,3,1,0
772,0,0,3,1,0
773,0,0,3,1,0
774,0,17,4,2,0
775,0,17,4,2,0
776,0,4,4,2,4
777,0,4,4,2,4
778,0,4,4,2,4
779,0,4,4,2,4
780,0,4,4,2,4
781,0,4,4,2,4
782,0,22,3,1,3
783,0,21,2,1,3
784,0,20,3,1,4
785,0,20,1,1,1
786,0,20,1,1,1
787,0,17,3,1,0
788,0,17,3,1,0
789,0,17,3,1,0
790,0,20,2,1,6
791,0,20,2,1,6
792,0,21,3,1,2
793,0,21,3,1,2
794,0,18,2,1,1
795,0,18,2,1,1
796,0,18,2,1,1
797,0,1,4,2,4
798,0,1,4,2,4
799,0,21,2,1,5
800,0,21,2,1,5
801,0,21,2,1,5
802,0,21,2,1,5
803,0,15,2,1,2
804,0,15,2,1,2
805,0,12,2,1,3
806,0,12,2,1,3
807,0,12,2,1,3
808,1,12,2,1,3
809,0,0,3,1,2
810,0,0,3,1,2
811,0,0,3,1,2
812,0,0,3,1,2
813,0,0,3,1,2
814,0,0,3,1,2
815,0,17,2,1,2
816,0,20,2,1,1
817,0,20,2,1,1
818,0,0,4,2,2
819,0,0,4,2,2
820,0,0,4,2,2
821,0,0,4,2,2
822,0,0,4,2,2
823,0,0,4,2,2
824,0,0,4,2,2
825,0,22,2,1,6
826,0,12,2,1,1
827,0,14,2,1,1
828,0,14,2,1,1
829,0,14,2,1,1
830,0,14,2,1,1
831,0,14,2,1,2
832,0,14,2,1,2
833,0,17,2,1,6
834,0,17,2,1,6
835,0,10,2,1,0
836,0,10,2,1,0
837,0,10,2,1,0
838,0,13,2,1,3
839,0,9,3,1,1
840,0,12,3,1,1
841,0,12,3,1,1
842,0,13,3,1,1
843,0,13,3,1,1
844,0,9,3,1,2
845,0,9,3,1,2
846,0,9,3,1,2
847,0,8,3,1,3
848,0,9,3,1,3
849,0,9,3,1,3
850,0,8,3,1,5
851,0,8,3,1,6
852,0,8,3,1,6
853,0,8,3,1,6
854,0,8,3,1,6
855,0,8,4,2,6
856,0,8,4,2,6
857,0,8,4,2,6
858,0,9,4,2,6
859,0,8,4,2,2
860,0,8,4,2,2
861,0,9,4,2,2
862,0,9,4,2,2
863,0,8,4,2,3
864,0,8,4,2,4
865,0,8,4,2,4
866,0,8,4,2,4
867,0,8,4,2,4
868,0,8,4,2,4
869,0,8,4,2,4
870,0,9,4,2,5
871,0,9,4,2,5
872,0,9,4,2,5
873,0,8,4,2,0
874,0,8,4,2,0
875,0,8,4,2,0
876,0,8,4,2,0
877,0,8,4,2,1
878,0,8,4,2,2
879,0,9,4,2,2
880,0,9,4,2,3
881,0,9,4,2,3
882,0,5,3,1,6
883,0,5,3,1,6
884,0,1,3,1,0
885,0,1,3,1,0
886,0,1,3,1,0
887,0,1,3,1,0
888,0,1,3,1,0
889,0,0,3,1,1
890,0,2,3,1,2
891,0,15,3,1,5
892,0,19,3,1,5
893,0,18,3,1,0
894,0,1,4,2,2
895,0,3,4,2,0
896,0,15,2,1,0
897,0,15,2,1,0
898,0,23,3,1,0
899,0,23,3,1,0
900,0,23,3,1,0
901,0,23,3,1,0
902,0,23,3,1,0
903,0,23,3,1,0
904,0,23,3,1,0
905,0,23,3,1,0
906,0,6,3,1,2
907,0,6,3,1,2
908,0,6,3,1,2
909,0,7,3,1,2
910,0,7,3,1,2
911,0,5,3,1,3
912,0,5,3,1,3
913,0,5,3,1,3
914,0,5,3,1,3
915,0,6,3,1,3
916,0,6,3,1,3
917,0,6,3,1,3
918,0,6,3,1,3
919,0,6,3,1,3
920,0,6,3,1,3
921,0,6,3,1,3
922,0,8,3,1,4
923,0,8,3,1,4
924,0,8,3,1,4
925,0,8,3,1,4
926,0,8,3,1,4
927,0,14,3,1,6
928,0,14,3,1,6
929,0,15,3,1,6
930,0,15,3,1,6
931,0,15,3,1,6
932,0,15,3,1,6
933,0,15,3,1,6
934,0,15,3,1,6
935,0,15,3,1,6
936,0,15,3,1,6
937,0,15,3,1,6
938,0,15,3,1,6
939,0,11,3,1,2
940,0,11,3,1,2
941,0,11,3,1,2
942,0,5,3,1,3
943,0,5,3,1,3
944,0,5,3,1,3
945,0,5,3,1,3
946,0,5,3,1,3
947,0,6,3,1,3
948,0,6,3,1,3
949,0,6,3,1,3
950,0,22,4,2,4
951,0,22,4,2,4
952,0,22,4,2,4
953,0,22,4,2,4
954,0,22,4,2,4
955,0,22,4,2,4
956,0,22,4,2,4
957,0,22,4,2,4
958,0,23,4,2,4
959,0,23,4,2,4
960,0,23,4,2,4
961,0,23,4,2,4
962,0,5,4,2,5
963,0,5,4,2,5
964,0,6,4,2,5
965,0,6,4,2,5
966,0,5,4,2,0
967,0,5,4,2,0
968,0,5,4,2,0
969,0,5,4,2,0
970,0,6,4,2,0
971,0,6,4,2,0
972,0,6,4,2,0
973,0,6,4,2,0
974,0,6,4,2,0
975,0,6,4,2,0
976,0,6,4,2,0
977,0,6,4,2,0
978,0,5,4,2,2
979,0,6,4,2,2
980,0,6,4,2,2
981,0,6,4,2,2
982,0,5,4,2,3
983,0,5,4,2,3
984,0,5,4,2,3
985,0,5,4,2,3
986,0,6,4,2,3
987,0,6,4,2,3
988,0,5,4,2,4
989,0,5,4,2,4
990,0,5,4,2,4
991,0,5,4,2,4
992,0,5,4,2,4
993,0,5,4,2,4
994,0,5,4,2,4
995,0,5,4,2,4
996,0,5,4,2,4
997,0,5,4,2,4
998,0,5,4,2,5
999,0,5,4,2,5
1000,0,6,4,2,5
1001,0,6,4,2,5
1002,0,6,4,2,5
1003,0,6,4,2,5
1004,0,6,4,2,5
1005,0,6,4,2,5
1006,0,5,4,2,6
1007,0,5,4,2,6
1008,0,5,4,2,6
1009,0,6,4,2,6
1010,0,6,4,2,6
1011,0,6,4,2,6
1012,0,6,4,2,6
1013,0,6,4,2,6
1014,0,6,4,2,6
1015,0,6,4,2,6
1016,0,6,4,2,6
1017,0,6,4,2,6
1018,0,6,4,2,2
1019,0,7,4,2,2
1020,0,7,4,2,2
1021,0,7,4,2,2
1022,0,5,4,2,3
1023,0,5,4,2,3
1024,0,6,4,2,3
1025,0,6,4,2,3
1026,0,6,4,2,3
1027,0,6,4,2,3
1028,0,6,4,2,3
1029,0,6,4,2,3
1030,0,5,4,2,4
1031,0,6,4,2,4
1032,0,6,4,2,4
1033,0,5,4,2,5
1034,0,6,4,2,5
1035,0,19,2,1,6
1036,0,19,2,1,6
1037,0,19,2,1,6
1038,0,19,2,1,6
1039,0,19,2,1,6
1040,0,6,2,1,2
1041,0,6,2,1,2
1042,0,7,2,1,0
1043,0,7,2,1,0
1044,0,6,3,1,1
1045,0,6,3,1,2
1046,0,6,3,1,2
1047,0,6,3,1,2
1048,0,6,3,1,2
1049,0,6,3,1,2
1050,0,6,3,1,2
1051,0,6,3,1,2
1052,0,7,3,1,2
1053,0,1,3,1,6
1054,0,5,4,2,5
1055,0,13,4,2,5
1056,0,20,1,1,1
1057,0,20,1,1,1
1058,0,16,3,1,6
1059,0,16,3,1,6
1060,0,16,3,1,6
1061,0,17,4,2,4
1062,0,17,4,2,4
1063,0,5,3,1,1
1064,0,17,3,1,2
1065,0,17,3,1,2
1066,0,17,3,1,2
1067,0,17,3,1,2
1068,0,17,3,1,2
1069,0,17,3,1,2
1070,0,17,3,1,2
1071,0,17,3,1,2
1072,0,16,3,1,4
1073,0,18,3,1,0
1074,0,19,3,1,4
1075,0,1,4,2,0
1076,0,1,4,2,0
1077,0,1,4,2,0
1078,0,1,4,2,0
1079,0,2,4,2,0
1080,0,2,4,2,0
1081,0,3,4,2,0
1082,0,1,4,2,5
1083,0,18,4,2,5
1084,0,18,4,2,5
1085,0,18,4,2,5
1086,0,17,2,1,4
1087,0,18,2,1,5
1088,0,18,2,1,5
1089,0,20,2,1,3
1090,0,20,2,1,3
1091,0,20,2,1,3
1092,0,20,2,1,3
1093,0,20,2,1,3
1094,0,20,2,1,3
1095,0,20,2,1,3
1096,0,20,2,1,3
1097,0,20,2,1,3
1098,1,20,2,1,3
1099,0,1,2,1,5
1100,0,18,2,1,0
1101,0,18,2,1,0
1102,0,17,2,1,3
1103,0,17,2,1,3
1104,0,17,2,1,3
1105,0,18,2,1,3
1106,0,18,2,1,3
1107,0,18,2,1,3
1108,0,21,2,1,3
1109,0,6,2,1,5
1110,0,6,2,1,5
1111,0,6,2,1,5
1112,0,6,2,1,5
1113,0,23,2,1,0
1114,0,23,2,1,0
1115,0,7,2,1,2
1116,0,7,2,1,2
1117,0,7,2,1,3
1118,0,7,2,1,3
1119,0,12,3,1,6
1120,0,12,3,1,6
1121,0,12,3,1,6
1122,0,12,3,1,6
1123,0,1,3,1,3
1124,0,1,3,1,2
1125,0,1,3,1,2
1126,0,23,3,1,6
1127,0,20,4,2,6
1128,0,13,3,1,4
1129,0,13,3,1,4
1130,0,13,3,1,4
1131,0,13,3,1,4
1132,0,13,3,1,4
1133,0,13,3,1,4
1134,0,13,3,1,4
1135,0,13,3,1,4
1136,0,13,3,1,4
1137,0,16,3,1,5
1138,0,2,4,2,2
1139,0,2,4,2,2
1140,0,2,4,2,2
1141,1,10,4,2,2
1142,1,10,4,2,2
1143,0,10,4,2,2
1144,0,22,2,1,5
1145,0,22,2,1,5
1146,0,23,2,1,6
1147,0,23,2,1,6
1148,0,18,2,1,0
1149,0,18,2,1,0
