,user_state,event_platform,device_manufacture,device_model,Subscription Premium Cancel
318,30,0,11,75,0
319,30,0,11,75,0
320,30,0,11,75,0
321,30,0,11,75,0
322,30,0,11,75,0
323,30,0,11,75,0
324,30,0,11,75,0
325,30,0,11,75,0
326,30,0,11,75,0
327,30,0,11,75,0
328,30,0,11,75,0
329,30,0,11,75,0
330,30,0,11,75,0
331,30,0,11,75,0
332,30,0,11,75,0
333,30,0,11,75,0
334,30,0,11,75,0
335,30,0,11,75,0
336,30,0,11,75,0
337,30,0,11,75,0
338,30,0,11,75,0
339,30,0,11,75,0
340,30,0,11,75,0
341,30,0,11,75,0
342,30,0,11,75,0
343,30,0,11,75,0
344,30,0,11,75,0
345,30,0,11,75,0
346,30,0,11,75,0
347,30,0,11,75,0
348,30,0,11,75,0
349,30,0,11,75,0
350,30,0,11,75,0
351,30,0,11,75,0
352,30,0,11,75,0
353,30,0,11,75,0
354,30,0,11,75,0
355,30,0,11,75,0
356,30,0,11,75,0
357,30,0,11,75,0
358,30,0,11,75,0
359,30,0,11,75,0
360,30,0,11,75,0
361,30,0,11,75,0
362,30,0,11,75,0
363,30,0,11,75,0
364,30,0,11,75,0
365,30,0,11,75,0
366,30,0,11,75,0
367,30,0,11,75,0
368,30,0,11,75,0
369,30,0,11,75,0
370,30,0,11,75,0
371,30,0,11,75,0
372,30,0,11,75,0
373,30,0,11,75,0
374,30,0,11,75,0
375,30,0,11,75,0
376,30,0,11,75,0
377,30,0,11,75,0
378,30,0,11,75,0
379,30,0,11,75,0
380,30,0,11,75,0
381,30,0,11,75,0
382,30,0,11,75,0
383,30,0,11,75,0
384,30,0,11,75,0
385,30,0,11,75,0
386,30,0,11,75,0
387,30,0,11,75,0
388,32,1,0,134,0
389,32,1,0,134,0
390,32,1,0,134,0
391,32,1,0,134,0
392,32,1,0,134,0
393,32,1,0,134,0
394,32,1,0,134,0
395,32,1,0,134,0
396,32,1,0,134,0
397,32,1,0,134,0
398,32,1,0,134,0
399,32,1,0,134,0
400,32,1,0,134,0
401,32,1,0,134,0
402,32,1,0,134,0
403,3,0,11,78,0
404,3,0,11,78,0
405,3,0,11,78,0
406,3,0,11,78,0
407,3,0,11,78,0
408,3,0,11,78,0
409,3,0,11,78,0
410,3,0,11,78,0
411,3,0,11,78,0
412,3,0,11,78,0
413,3,0,11,78,0
414,3,0,11,78,0
415,30,1,0,146,0
416,30,1,0,146,0
417,30,1,0,146,0
418,30,1,0,146,0
419,30,1,0,146,0
420,30,1,0,146,0
421,3,1,0,133,0
422,3,1,0,133,0
423,3,1,0,133,0
424,3,1,0,133,0
425,3,1,0,133,0
426,3,1,0,133,0
427,3,1,0,133,0
428,3,1,0,133,0
429,3,1,0,133,0
430,3,1,0,133,0
431,3,1,0,133,0
432,3,1,0,133,0
433,8,1,0,144,1
434,8,1,0,144,1
435,8,1,0,144,1
436,8,1,0,144,1
437,8,1,0,144,1
438,8,1,0,144,1
439,8,1,0,144,1
440,8,1,0,144,1
441,8,1,0,144,1
442,8,1,0,144,1
443,8,1,0,144,1
444,8,1,0,144,1
445,8,1,0,144,1
446,8,1,0,144,1
447,8,1,0,144,1
448,8,1,0,144,1
449,8,1,0,144,1
450,8,1,0,144,1
451,8,1,0,144,1
452,8,1,0,144,1
453,8,1,0,144,1
454,8,1,0,144,1
455,8,1,0,144,1
456,8,1,0,144,1
457,8,1,0,144,1
458,8,1,0,144,1
459,8,1,0,144,1
460,25,2,13,168,0
461,30,2,13,168,0
462,30,2,13,168,0
463,30,2,13,168,0
464,30,2,13,168,0
465,30,2,13,168,0
466,3,0,11,59,0
467,3,1,0,144,0
468,3,1,0,144,0
469,3,1,0,144,0
470,3,1,0,144,0
471,3,1,0,144,0
472,3,1,0,144,0
473,3,1,0,144,0
474,3,1,0,144,0
475,3,1,0,144,0
476,3,1,0,144,0
477,3,1,0,144,0
478,3,1,0,144,0
479,3,1,0,144,0
480,3,1,0,144,0
481,3,1,0,144,0
482,3,1,0,144,0
483,3,1,0,144,0
484,3,1,0,144,0
485,3,1,0,144,0
486,3,1,0,144,0
487,3,1,0,144,0
488,3,1,0,144,0
489,3,1,0,144,0
490,3,1,0,144,0
491,3,1,0,144,0
492,3,1,0,144,0
493,3,1,0,144,0
494,11,1,0,142,0
495,11,1,0,142,0
496,11,1,0,142,0
497,11,1,0,142,0
498,11,1,0,142,0
499,11,1,0,142,0
500,11,1,0,142,0
501,3,1,0,143,1
502,3,1,0,143,1
503,3,1,0,143,1
504,3,1,0,143,1
505,3,1,0,143,1
506,3,1,0,143,1
507,3,1,0,143,1
508,3,1,0,143,1
509,3,1,0,143,1
510,3,1,0,143,1
511,8,1,0,142,0
512,8,1,0,142,0
513,8,1,0,142,0
514,8,1,0,142,0
515,8,1,0,142,0
516,8,1,0,142,0
517,8,1,0,142,0
518,8,1,0,142,0
519,8,1,0,142,0
520,8,1,0,142,0
521,8,1,0,142,0
522,8,1,0,142,0
523,8,1,0,142,0
524,8,1,0,142,0
525,8,1,0,142,0
526,8,1,0,142,0
527,8,1,0,142,0
528,8,1,0,142,0
529,8,1,0,142,0
530,8,1,0,142,0
531,8,1,0,142,0
532,8,1,0,142,0
533,8,1,0,142,0
534,8,1,0,142,0
535,8,1,0,142,0
536,8,1,0,142,0
537,8,1,0,142,0
538,8,1,0,142,0
539,8,1,0,142,0
540,8,1,0,142,0
541,8,1,0,142,0
542,8,1,0,142,0
543,8,1,0,142,0
544,8,1,0,142,0
545,8,1,0,142,0
546,8,1,0,142,0
547,8,1,0,142,0
548,8,1,0,142,0
549,8,1,0,142,0
550,8,1,0,142,0
551,8,1,0,142,0
552,8,1,0,142,0
553,8,1,0,142,0
554,8,1,0,142,0
555,8,1,0,142,0
556,8,1,0,142,0
557,8,1,0,142,0
558,8,1,0,142,0
559,8,1,0,142,0
560,8,1,0,142,0
561,8,1,0,142,0
562,8,1,0,142,0
563,8,1,0,142,0
564,8,1,0,142,0
565,8,1,0,142,0
566,26,1,0,127,0
567,26,1,0,127,0
568,26,1,0,127,0
569,26,1,0,127,0
570,26,1,0,127,0
571,26,1,0,127,0
572,26,1,0,127,0
573,26,1,0,127,0
574,26,1,0,127,0
575,26,1,0,127,0
576,26,1,0,127,0
577,26,1,0,127,0
578,30,0,11,102,0
579,30,0,11,102,0
580,30,0,11,102,0
581,30,0,11,102,0
582,30,0,11,102,0
583,30,0,11,102,0
584,30,0,11,102,0
585,30,0,11,102,0
586,30,0,11,102,0
587,30,0,11,102,0
588,30,0,11,102,0
589,30,0,11,102,0
590,30,0,11,102,0
591,30,0,11,102,0
592,30,0,11,102,0
593,30,0,11,102,0
594,30,0,11,102,0
595,30,0,11,102,0
596,30,0,11,102,0
597,30,0,11,102,0
598,30,0,11,102,0
599,30,0,11,102,0
600,30,0,11,102,0
601,30,0,11,102,0
602,30,0,11,102,0
603,30,0,11,102,0
604,30,0,11,102,0
605,30,0,11,102,0
606,30,0,11,102,0
607,30,0,11,102,0
608,30,0,11,102,0
609,30,0,11,102,0
610,30,0,11,102,0
611,30,0,11,102,0
612,30,0,11,102,0
613,30,0,11,102,0
614,30,0,11,102,0
615,30,0,11,102,0
616,30,0,11,102,0
617,30,0,11,102,0
618,30,0,11,102,0
619,30,0,11,102,0
620,30,0,11,102,0
621,30,0,11,102,0
622,30,0,11,102,0
623,30,0,11,102,0
624,30,0,11,102,0
625,30,0,11,102,0
626,30,0,11,102,0
627,30,0,11,102,0
628,30,0,11,102,0
629,30,0,11,102,0
630,30,0,11,102,0
631,30,0,11,102,0
632,30,0,11,102,0
633,30,0,11,102,0
634,30,0,11,102,0
635,30,0,11,102,0
636,30,0,11,102,0
637,30,0,11,102,0
638,30,0,11,102,0
639,30,0,11,102,0
640,30,0,11,102,0
641,30,0,11,102,0
642,30,0,11,102,0
643,30,0,11,102,0
644,30,0,11,102,0
645,30,0,11,102,0
646,30,0,11,102,0
647,30,0,11,102,0
648,30,0,11,102,0
649,30,0,11,102,0
650,30,0,11,102,0
651,30,0,11,102,0
652,30,0,11,102,0
653,30,0,11,102,0
654,30,0,11,102,0
655,30,0,11,102,0
656,30,0,11,102,0
657,30,0,11,102,0
658,30,0,11,102,0
659,30,0,11,102,0
660,30,0,11,102,0
661,30,0,11,102,0
662,30,0,11,102,0
663,30,0,11,102,0
664,30,0,11,102,0
665,30,0,11,102,0
666,30,0,11,102,0
667,30,0,11,102,0
668,30,0,11,102,0
669,30,0,11,102,0
670,30,0,11,102,0
671,30,0,11,102,0
672,30,0,11,102,0
673,30,0,11,102,0
674,30,0,11,102,0
675,30,0,11,102,0
676,30,0,11,102,0
677,30,0,11,102,0
678,30,0,11,102,0
679,30,0,11,102,0
680,30,0,11,102,0
681,30,0,11,102,0
682,30,0,11,102,0
683,30,0,11,102,0
684,30,0,11,102,0
685,30,0,11,102,0
686,30,0,11,102,0
687,30,0,11,102,0
688,30,0,11,102,0
689,30,0,11,102,0
690,30,0,11,102,0
691,30,0,11,102,0
692,30,0,11,102,0
693,30,0,11,102,0
694,30,0,11,102,0
695,30,0,11,102,0
696,30,0,11,102,0
697,30,0,11,102,0
698,30,0,11,102,0
699,30,0,11,102,0
700,30,0,11,102,0
701,30,0,11,102,0
702,30,0,11,102,0
703,30,0,11,102,0
704,30,0,11,102,0
705,30,0,11,102,0
706,30,0,11,102,0
707,30,0,11,102,0
708,30,0,11,102,0
709,30,0,11,102,0
710,30,0,11,102,0
711,30,0,11,102,0
712,30,0,11,102,0
713,30,0,11,102,0
714,30,0,11,102,0
715,30,1,0,139,0
716,30,1,0,139,0
717,30,1,0,139,0
718,30,1,0,139,0
719,30,1,0,139,0
720,30,1,0,139,0
721,30,1,0,139,0
722,30,1,0,139,0
723,30,1,0,139,0
724,30,1,0,139,0
725,30,1,0,139,0
726,30,1,0,139,0
727,30,1,0,139,0
728,30,1,0,139,0
729,30,1,0,139,0
730,30,1,0,139,0
731,30,1,0,139,0
732,30,1,0,139,0
733,30,1,0,139,0
734,30,1,0,139,0
735,30,1,0,139,0
736,3,1,0,144,0
737,3,1,0,144,0
738,3,1,0,144,0
739,3,1,0,144,0
740,3,1,0,144,0
741,3,1,0,144,0
742,3,1,0,144,0
743,3,1,0,144,0
744,3,1,0,144,0
745,3,1,0,144,0
746,3,1,0,144,0
747,3,1,0,144,0
748,3,1,0,144,0
749,3,1,0,144,0
750,3,1,0,144,0
751,3,1,0,144,0
752,3,1,0,144,0
753,3,1,0,144,0
754,3,1,0,144,0
755,3,1,0,144,0
756,3,1,0,144,0
757,3,1,0,144,0
758,3,1,0,144,0
759,3,1,0,135,1
760,3,1,0,135,1
761,3,1,0,135,1
762,3,1,0,135,1
763,3,1,0,135,1
764,3,1,0,135,1
765,3,1,0,135,1
766,3,1,0,135,1
767,3,1,0,135,1
768,3,1,0,135,1
769,3,1,0,135,1
770,3,1,0,135,1
771,3,1,0,135,1
772,11,1,0,142,0
773,11,1,0,142,0
774,11,1,0,142,0
775,11,1,0,142,0
776,11,1,0,142,0
777,11,1,0,142,0
778,11,1,0,142,0
779,11,1,0,142,0
780,11,1,0,142,0
781,11,1,0,142,0
782,11,1,0,142,0
783,11,1,0,142,0
784,11,1,0,142,0
785,11,1,0,142,0
786,11,1,0,142,0
787,11,1,0,142,0
788,11,1,0,142,0
789,11,1,0,142,0
790,11,1,0,142,0
791,11,1,0,142,0
792,11,1,0,142,0
793,11,1,0,142,0
794,21,1,0,140,1
795,21,1,0,140,1
796,21,1,0,140,1
797,21,1,0,140,1
798,21,1,0,140,1
799,21,1,0,140,1
800,21,1,0,140,1
801,21,1,0,140,1
802,21,1,0,140,1
803,21,1,0,140,1
804,21,1,0,140,1
805,21,1,0,140,1
806,21,1,0,140,1
807,21,1,0,140,1
808,21,1,0,140,1
809,21,1,0,140,1
810,3,1,0,133,1
811,3,1,0,133,1
812,3,1,0,133,1
813,3,1,0,133,1
814,3,1,0,133,1
815,3,1,0,133,1
816,3,1,0,133,1
817,3,1,0,133,1
818,3,1,0,133,1
819,3,1,0,133,1
820,3,1,0,133,1
821,3,1,0,133,1
822,3,1,0,133,1
823,3,1,0,133,1
824,3,1,0,133,1
825,3,1,0,133,1
826,3,1,0,133,1
827,3,1,0,133,1
828,3,1,0,133,1
829,3,1,0,133,1
830,8,1,0,135,0
831,8,1,0,135,0
832,8,1,0,135,0
833,8,1,0,135,0
834,8,1,0,135,0
835,8,1,0,135,0
836,8,1,0,135,0
837,8,1,0,135,0
838,8,1,0,135,0
839,8,1,0,135,0
840,8,1,0,135,0
841,8,1,0,135,0
842,3,1,0,134,1
843,3,1,0,134,1
844,3,1,0,134,1
845,3,1,0,134,1
846,3,1,0,134,1
847,3,1,0,134,1
848,3,1,0,134,1
849,3,1,0,134,1
850,3,1,0,134,1
851,3,1,0,134,1
852,3,1,0,134,1
853,3,1,0,134,1
854,3,1,0,134,1
855,3,1,0,134,1
856,3,1,0,134,1
857,3,1,0,134,1
858,3,1,0,134,1
859,3,1,0,134,1
860,3,1,0,134,1
861,3,1,0,134,1
862,8,1,0,138,0
863,8,1,0,138,0
864,8,1,0,138,0
865,8,1,0,138,0
866,8,1,0,138,0
867,8,1,0,138,0
868,8,1,0,138,0
869,8,1,0,138,0
870,8,1,0,138,0
871,8,1,0,138,0
872,8,1,0,138,0
873,8,1,0,138,0
874,8,1,0,138,0
875,8,1,0,138,0
876,8,1,0,138,0
877,8,1,0,138,0
878,8,1,0,138,0
879,8,1,0,138,0
880,8,1,0,138,0
881,8,1,0,138,0
882,8,1,0,138,0
883,8,1,0,138,0
884,8,1,0,138,0
885,8,1,0,138,0
886,8,1,0,138,0
887,8,1,0,138,0
888,8,1,0,138,0
889,8,1,0,138,0
890,8,1,0,138,0
891,8,1,0,138,0
892,8,1,0,138,0
893,8,1,0,138,0
894,8,1,0,138,0
895,8,1,0,138,0
896,8,1,0,138,0
897,8,1,0,138,0
898,8,1,0,138,0
899,8,1,0,138,0
900,3,0,11,48,0
901,3,0,11,48,0
902,3,0,11,48,0
903,3,0,11,48,0
904,3,0,11,48,0
905,3,0,11,48,0
906,3,0,11,48,0
907,3,0,11,48,0
908,3,0,11,48,0
909,3,0,11,48,0
910,3,0,11,48,0
911,3,0,11,48,0
912,3,0,11,48,0
913,3,0,11,48,0
914,3,0,11,48,0
915,3,0,11,48,0
916,3,0,11,48,0
917,3,0,11,48,0
918,3,0,11,48,0
919,3,0,11,48,0
920,3,0,11,48,0
921,3,0,11,48,0
922,3,0,11,48,0
923,3,0,11,48,0
924,21,1,0,135,0
925,21,1,0,135,0
926,21,1,0,135,0
927,21,1,0,135,0
928,21,1,0,135,0
929,21,1,0,135,0
930,21,1,0,135,0
931,21,1,0,135,0
932,21,1,0,135,0
933,21,1,0,135,0
934,21,1,0,135,0
935,21,1,0,135,0
936,21,1,0,135,0
937,21,1,0,135,0
938,21,1,0,135,0
939,21,1,0,135,0
940,21,1,0,135,0
941,21,1,0,135,0
942,21,1,0,135,0
943,21,1,0,135,0
944,21,1,0,135,0
945,21,1,0,135,0
946,21,1,0,135,0
947,21,1,0,135,0
948,21,1,0,135,0
949,21,1,0,135,0
950,21,1,0,135,0
951,21,1,0,135,0
952,21,1,0,135,0
953,21,1,0,135,0
954,21,1,0,135,0
955,21,1,0,135,0
956,21,1,0,135,0
957,21,1,0,135,0
958,21,1,0,135,0
959,21,1,0,135,0
960,21,1,0,135,0
961,21,1,0,135,0
962,21,1,0,135,0
963,21,1,0,135,0
964,21,1,0,135,0
965,21,1,0,135,0
966,21,1,0,135,0
967,21,1,0,135,0
968,21,1,0,135,0
969,21,1,0,135,0
970,21,1,0,135,0
971,21,1,0,135,0
972,21,1,0,135,0
973,21,1,0,135,0
974,21,1,0,135,0
975,21,1,0,135,0
976,21,1,0,135,0
977,21,1,0,135,0
978,21,1,0,135,0
979,21,1,0,135,0
980,21,1,0,135,0
981,21,1,0,135,0
982,21,1,0,135,0
983,21,1,0,135,0
984,21,1,0,135,0
985,21,1,0,135,0
986,21,1,0,135,0
987,21,1,0,135,0
988,21,1,0,135,0
989,21,1,0,135,0
990,21,1,0,135,0
991,21,1,0,135,0
992,21,1,0,135,0
993,19,1,0,144,1
994,19,1,0,144,1
995,19,1,0,144,1
996,19,1,0,144,1
997,19,1,0,144,1
998,19,1,0,144,1
999,19,1,0,144,1
1000,19,1,0,144,1
1001,19,1,0,144,1
1002,19,1,0,144,1
1003,19,1,0,144,1
1004,19,1,0,144,1
1005,19,1,0,144,1
1006,19,1,0,144,1
1007,19,1,0,144,1
1008,19,1,0,144,1
1009,19,1,0,144,1
1010,19,1,0,144,1
1011,19,1,0,144,1
1012,19,1,0,144,1
1013,19,1,0,144,1
1014,3,0,8,1,0
1015,3,0,8,1,0
1016,30,1,0,141,0
1017,30,1,0,141,0
1018,30,1,0,141,0
1019,30,1,0,141,0
1020,30,1,0,141,0
1021,30,1,0,141,0
1022,30,1,0,141,0
1023,30,1,0,141,0
1024,30,1,0,141,0
1025,30,1,0,141,0
1026,30,1,0,141,0
1027,30,1,0,141,0
1028,30,1,0,141,0
1029,30,1,0,141,0
1030,30,1,0,141,0
1031,30,1,0,141,0
1032,30,1,0,141,0
1033,30,1,0,141,0
1034,30,1,0,141,0
1035,8,1,0,139,1
1036,8,1,0,139,1
1037,8,1,0,139,1
1038,8,1,0,139,1
1039,8,1,0,139,1
1040,8,1,0,139,1
1041,8,1,0,139,1
1042,8,1,0,139,1
1043,8,1,0,139,1
1044,8,1,0,139,1
1045,8,1,0,139,1
1046,8,1,0,139,1
1047,8,1,0,139,1
1048,8,1,0,139,1
1049,8,1,0,139,1
1050,8,1,0,139,1
1051,8,1,0,139,1
1052,8,1,0,139,1
1053,8,1,0,139,1
1054,8,1,0,139,1
1055,8,1,0,139,1
1056,8,1,0,139,1
1057,8,1,0,139,1
1058,8,1,0,139,1
1059,8,1,0,139,1
1060,8,1,0,139,1
1061,8,1,0,139,1
1062,8,1,0,139,1
1063,8,1,0,139,1
1064,8,1,0,139,1
1065,8,1,0,139,1
1066,8,1,0,139,1
1067,8,1,0,139,1
1068,8,1,0,139,1
1069,8,1,0,139,1
1070,3,1,0,133,0
1071,3,1,0,133,0
1072,3,1,0,133,0
1073,3,1,0,133,0
1074,3,1,0,133,0
1075,3,1,0,133,0
1076,3,1,0,133,0
1077,3,1,0,133,0
1078,3,1,0,133,0
1079,3,1,0,133,0
1080,3,0,11,91,0
1081,3,0,11,91,0
1082,3,0,11,91,0
1083,3,0,11,91,0
1084,3,0,11,91,0
1085,3,1,0,134,0
1086,3,1,0,134,0
1087,3,1,0,134,0
1088,3,1,0,134,0
1089,3,1,0,134,0
1090,3,1,0,134,0
1091,3,1,0,134,0
1092,3,1,0,134,0
1093,3,1,0,134,0
1094,3,1,0,134,0
1095,3,1,0,134,0
1096,3,1,0,134,0
1097,3,1,0,134,0
1098,3,1,0,134,0
1099,3,1,0,134,0
1100,3,1,0,134,0
1101,3,1,0,134,0
1102,3,1,0,134,0
1103,3,1,0,134,0
1104,3,1,0,134,0
1105,3,1,0,134,0
1106,3,1,0,134,0
1107,3,1,0,134,0
1108,3,1,0,134,0
1109,3,1,0,134,0
1110,3,1,0,134,0
1111,3,1,0,134,0
1112,3,1,0,134,0
1113,3,1,0,134,0
1114,3,1,0,134,0
1115,3,1,0,134,0
1116,3,1,0,134,0
1117,3,1,0,134,0
1118,3,1,0,134,0
1119,3,1,0,134,0
1120,30,0,8,116,1
1121,30,0,8,116,1
1122,30,0,8,116,1
1123,30,0,8,116,1
1124,30,0,8,116,1
1125,30,0,8,116,1
1126,30,0,8,116,1
1127,30,0,8,116,1
1128,30,0,10,153,1
1129,30,0,10,153,1
1130,30,0,10,153,1
1131,30,0,10,153,1
1132,30,0,10,153,1
1133,30,0,10,153,1
1134,30,0,8,116,1
1135,8,1,0,138,0
1136,8,1,0,138,0
1137,8,1,0,138,0
1138,8,1,0,138,0
1139,8,1,0,138,0
1140,8,1,0,138,0
1141,8,1,0,138,0
1142,8,1,0,138,0
1143,8,1,0,138,0
1144,8,1,0,138,0
1145,8,1,0,138,0
1146,8,1,0,138,0
1147,8,1,0,138,0
