,user_state,event_platform,device_manufacture,device_model,Subscription Premium Cancel
86,3,1,0,128,0
87,3,1,0,128,0
88,8,1,0,114,0
89,8,1,0,114,0
90,8,1,0,114,0
91,8,1,0,114,0
92,8,1,0,114,0
93,8,1,0,114,0
94,8,1,0,114,0
95,8,1,0,114,0
96,8,1,0,114,0
97,8,1,0,114,0
98,8,1,0,114,0
99,3,1,0,127,0
100,3,1,0,127,0
101,3,1,0,127,0
102,3,1,0,127,0
103,3,1,0,127,0
104,3,1,0,127,0
105,3,1,0,127,0
106,3,1,0,127,0
107,3,1,0,127,0
108,3,1,0,127,0
109,3,1,0,127,0
110,3,1,0,127,0
111,3,1,0,127,0
112,32,1,0,129,1
113,32,1,0,129,1
114,32,1,0,129,1
115,32,1,0,129,1
116,32,1,0,129,1
117,32,1,0,129,1
118,32,1,0,129,1
119,8,1,0,126,1
120,8,1,0,126,1
121,8,1,0,126,1
122,8,1,0,126,1
123,8,1,0,126,1
124,8,1,0,126,1
125,8,1,0,126,1
126,8,1,0,126,1
127,8,1,0,126,1
128,8,1,0,126,1
129,8,1,0,126,1
130,8,1,0,126,1
131,8,1,0,126,1
132,30,1,0,129,1
133,30,1,0,129,1
134,30,1,0,129,1
135,30,1,0,129,1
136,30,1,0,129,1
137,30,1,0,129,1
138,12,0,10,142,0
139,12,0,10,142,0
140,12,0,10,142,0
141,12,0,10,142,0
142,12,0,10,142,0
143,32,1,0,119,0
144,32,1,0,119,0
145,32,1,0,119,0
146,32,1,0,119,0
147,32,1,0,119,0
148,3,1,0,121,1
149,3,1,0,121,1
150,3,1,0,121,1
151,3,1,0,121,1
152,3,1,0,121,1
153,3,1,0,121,1
154,3,1,0,121,1
155,3,1,0,121,1
156,3,1,0,121,1
157,3,1,0,121,1
158,3,1,0,121,1
159,3,1,0,121,1
160,3,1,0,121,1
161,3,1,0,121,1
162,3,1,0,121,1
163,3,1,0,121,1
164,3,1,0,121,1
165,3,1,0,121,1
166,30,0,11,66,0
167,30,0,11,66,0
168,30,0,11,66,0
169,30,0,11,66,0
170,30,0,11,66,0
171,30,0,11,66,0
172,30,0,11,66,0
173,30,0,11,66,0
174,30,0,11,66,0
175,30,0,11,66,0
176,30,0,11,66,0
177,30,0,11,66,0
178,30,0,11,66,0
179,30,0,11,66,0
180,30,0,11,66,0
181,30,0,11,66,0
182,30,0,11,66,0
183,30,0,11,66,0
184,30,0,11,66,0
185,30,0,11,66,0
186,30,0,11,66,0
187,30,0,11,66,0
188,30,0,11,66,0
189,30,0,11,66,0
190,30,0,11,66,0
191,30,0,11,66,0
192,30,0,11,66,0
193,30,0,11,66,0
194,30,0,11,66,0
195,30,0,11,66,0
196,30,0,11,66,0
197,30,0,11,66,0
198,30,0,11,66,0
199,30,0,11,66,0
200,30,0,11,66,0
201,30,0,11,66,0
202,30,0,11,66,0
203,30,0,11,66,0
204,30,0,11,66,0
205,30,0,11,66,0
206,30,0,11,66,0
207,30,0,11,66,0
208,30,0,11,66,0
209,30,0,11,66,0
210,30,0,11,66,0
211,30,0,11,66,0
212,30,0,11,66,0
213,30,0,11,66,0
214,30,0,11,66,0
215,30,0,11,66,0
216,30,0,11,66,0
217,30,0,11,66,0
218,30,0,11,66,0
219,30,0,11,66,0
220,30,0,11,66,0
221,30,0,11,66,0
222,30,0,11,66,0
223,30,0,11,66,0
224,30,0,11,66,0
225,30,0,11,66,0
226,30,0,11,66,0
227,30,0,11,66,0
228,30,0,11,66,0
229,30,0,11,66,0
230,30,0,11,66,0
231,30,0,11,66,0
232,30,0,11,66,0
233,30,0,11,66,0
234,30,0,11,66,0
235,30,0,11,66,0
236,30,0,11,66,0
237,30,0,11,66,0
238,30,0,11,66,0
239,30,0,11,66,0
240,30,0,11,66,0
241,30,0,11,66,0
242,30,0,11,66,0
243,30,0,11,66,0
244,30,0,11,66,0
245,30,0,11,66,0
246,30,0,11,66,0
247,30,0,11,66,0
248,30,0,11,66,0
249,30,0,11,66,0
250,30,0,11,66,0
251,30,0,11,66,0
252,30,0,11,66,0
253,30,0,11,66,0
254,30,0,11,66,0
255,30,0,11,66,0
256,30,0,11,66,0
257,30,0,11,66,0
258,30,0,11,66,0
259,30,0,11,66,0
260,30,0,11,66,0
261,30,0,11,66,0
262,30,0,11,66,0
263,30,0,11,66,0
264,30,0,11,66,0
265,30,0,11,66,0
266,30,0,11,66,0
267,30,0,11,66,0
268,30,0,11,66,0
269,30,0,11,66,0
270,30,0,11,66,0
271,30,0,11,66,0
272,30,0,11,66,0
273,30,0,11,66,0
274,30,0,11,66,0
275,30,0,11,66,0
276,30,0,11,66,0
277,30,0,11,66,0
278,30,0,11,66,0
279,30,0,11,66,0
280,30,0,11,66,0
281,30,0,11,66,0
282,30,0,11,66,0
283,30,0,11,66,0
284,30,0,11,66,0
285,30,0,11,66,0
286,30,0,11,66,0
287,30,0,11,66,0
288,30,0,11,66,0
289,30,0,11,66,0
290,30,0,11,66,0
291,30,0,11,66,0
292,30,0,11,66,0
293,30,0,11,66,0
294,30,0,11,66,0
295,30,0,11,66,0
296,30,0,11,66,0
297,30,0,11,66,0
298,30,0,11,66,0
299,30,0,11,66,0
300,30,0,11,66,0
301,30,0,11,66,0
302,30,0,11,66,0
303,30,0,11,66,0
304,30,0,11,66,0
305,30,0,11,66,0
306,32,1,0,120,0
307,32,1,0,120,0
308,32,1,0,120,0
309,32,1,0,120,0
310,32,1,0,120,0
311,32,1,0,120,0
312,32,1,0,120,0
313,32,1,0,120,0
314,32,1,0,120,0
315,32,1,0,120,0
316,32,1,0,120,0
317,32,1,0,120,0
318,32,1,0,120,0
319,32,1,0,120,0
320,32,1,0,120,0
321,3,0,11,68,0
322,3,0,11,68,0
323,3,0,11,68,0
324,3,0,11,68,0
325,3,0,11,68,0
326,3,0,11,68,0
327,3,0,11,68,0
328,3,0,11,68,0
329,3,0,11,68,0
330,3,0,11,68,0
331,3,0,11,68,0
332,3,0,11,68,0
333,3,1,0,119,0
334,3,1,0,119,0
335,3,1,0,119,0
336,3,1,0,119,0
337,3,1,0,119,0
338,3,1,0,119,0
339,3,1,0,119,0
340,3,1,0,119,0
341,3,1,0,119,0
342,3,1,0,119,0
343,3,1,0,119,0
344,3,1,0,119,0
345,8,1,0,130,1
346,8,1,0,130,1
347,8,1,0,130,1
348,8,1,0,130,1
349,8,1,0,130,1
350,8,1,0,130,1
351,8,1,0,130,1
352,8,1,0,130,1
353,8,1,0,130,1
354,8,1,0,130,1
355,8,1,0,130,1
356,8,1,0,130,1
357,8,1,0,130,1
358,8,1,0,130,1
359,8,1,0,130,1
360,8,1,0,130,1
361,8,1,0,130,1
362,8,1,0,130,1
363,8,1,0,130,1
364,8,1,0,130,1
365,8,1,0,130,1
366,8,1,0,130,1
367,8,1,0,130,1
368,8,1,0,130,1
369,8,1,0,130,1
370,8,1,0,130,1
371,8,1,0,130,1
372,25,2,13,151,0
373,30,2,13,151,0
374,30,2,13,151,0
375,30,2,13,151,0
376,30,2,13,151,0
377,30,2,13,151,0
378,11,1,0,128,0
379,11,1,0,128,0
380,11,1,0,128,0
381,11,1,0,128,0
382,11,1,0,128,0
383,11,1,0,128,0
384,11,1,0,128,0
385,3,1,0,129,1
386,3,1,0,129,1
387,3,1,0,129,1
388,3,1,0,129,1
389,3,1,0,129,1
390,3,1,0,129,1
391,3,1,0,129,1
392,3,1,0,129,1
393,3,1,0,129,1
394,3,1,0,129,1
395,8,1,0,128,0
396,8,1,0,128,0
397,8,1,0,128,0
398,8,1,0,128,0
399,8,1,0,128,0
400,8,1,0,128,0
401,8,1,0,128,0
402,8,1,0,128,0
403,8,1,0,128,0
404,8,1,0,128,0
405,8,1,0,128,0
406,8,1,0,128,0
407,8,1,0,128,0
408,8,1,0,128,0
409,8,1,0,128,0
410,8,1,0,128,0
411,8,1,0,128,0
412,8,1,0,128,0
413,8,1,0,128,0
414,8,1,0,128,0
415,8,1,0,128,0
416,8,1,0,128,0
417,8,1,0,128,0
418,8,1,0,128,0
419,8,1,0,128,0
420,8,1,0,128,0
421,8,1,0,128,0
422,8,1,0,128,0
423,8,1,0,128,0
424,8,1,0,128,0
425,8,1,0,128,0
426,8,1,0,128,0
427,8,1,0,128,0
428,8,1,0,128,0
429,8,1,0,128,0
430,8,1,0,128,0
431,8,1,0,128,0
432,8,1,0,128,0
433,8,1,0,128,0
434,8,1,0,128,0
435,8,1,0,128,0
436,8,1,0,128,0
437,8,1,0,128,0
438,8,1,0,128,0
439,8,1,0,128,0
440,8,1,0,128,0
441,8,1,0,128,0
442,8,1,0,128,0
443,8,1,0,128,0
444,8,1,0,128,0
445,8,1,0,128,0
446,8,1,0,128,0
447,8,1,0,128,0
448,8,1,0,128,0
449,8,1,0,128,0
450,26,1,0,113,0
451,26,1,0,113,0
452,26,1,0,113,0
453,26,1,0,113,0
454,26,1,0,113,0
455,26,1,0,113,0
456,26,1,0,113,0
457,26,1,0,113,0
458,26,1,0,113,0
459,26,1,0,113,0
460,26,1,0,113,0
461,26,1,0,113,0
462,30,0,11,91,0
463,30,0,11,91,0
464,30,0,11,91,0
465,30,0,11,91,0
466,30,0,11,91,0
467,30,0,11,91,0
468,30,0,11,91,0
469,30,0,11,91,0
470,30,0,11,91,0
471,30,0,11,91,0
472,30,0,11,91,0
473,30,0,11,91,0
474,30,0,11,91,0
475,30,0,11,91,0
476,30,0,11,91,0
477,30,0,11,91,0
478,30,0,11,91,0
479,30,0,11,91,0
480,30,0,11,91,0
481,30,0,11,91,0
482,30,0,11,91,0
483,30,0,11,91,0
484,30,0,11,91,0
485,30,0,11,91,0
486,30,0,11,91,0
487,30,0,11,91,0
488,30,0,11,91,0
489,30,0,11,91,0
490,30,0,11,91,0
491,30,0,11,91,0
492,30,0,11,91,0
493,30,0,11,91,0
494,30,0,11,91,0
495,30,0,11,91,0
496,30,0,11,91,0
497,30,0,11,91,0
498,30,0,11,91,0
499,30,0,11,91,0
500,30,0,11,91,0
501,30,0,11,91,0
502,30,0,11,91,0
503,30,0,11,91,0
504,30,0,11,91,0
505,30,0,11,91,0
506,30,0,11,91,0
507,30,0,11,91,0
508,30,0,11,91,0
509,30,0,11,91,0
510,30,0,11,91,0
511,30,0,11,91,0
512,30,0,11,91,0
513,30,0,11,91,0
514,30,0,11,91,0
515,30,0,11,91,0
516,30,0,11,91,0
517,30,0,11,91,0
518,30,0,11,91,0
519,30,0,11,91,0
520,30,0,11,91,0
521,30,0,11,91,0
522,30,0,11,91,0
523,30,0,11,91,0
524,30,0,11,91,0
525,30,0,11,91,0
526,30,0,11,91,0
527,30,0,11,91,0
528,30,0,11,91,0
529,30,0,11,91,0
530,30,0,11,91,0
531,30,0,11,91,0
532,30,0,11,91,0
533,30,0,11,91,0
534,30,0,11,91,0
535,30,0,11,91,0
536,30,0,11,91,0
537,30,0,11,91,0
538,30,0,11,91,0
539,30,0,11,91,0
540,30,0,11,91,0
541,30,0,11,91,0
542,30,0,11,91,0
543,30,0,11,91,0
544,30,0,11,91,0
545,30,0,11,91,0
546,30,0,11,91,0
547,30,0,11,91,0
548,30,0,11,91,0
549,30,0,11,91,0
550,30,0,11,91,0
551,30,0,11,91,0
552,30,0,11,91,0
553,30,0,11,91,0
554,30,0,11,91,0
555,30,0,11,91,0
556,30,0,11,91,0
557,30,0,11,91,0
558,30,0,11,91,0
559,30,0,11,91,0
560,30,0,11,91,0
561,30,0,11,91,0
562,30,0,11,91,0
563,30,0,11,91,0
564,30,0,11,91,0
565,30,0,11,91,0
566,30,0,11,91,0
567,30,0,11,91,0
568,30,0,11,91,0
569,30,0,11,91,0
570,30,0,11,91,0
571,30,0,11,91,0
572,30,0,11,91,0
573,30,0,11,91,0
574,30,0,11,91,0
575,30,0,11,91,0
576,30,0,11,91,0
577,30,0,11,91,0
578,30,0,11,91,0
579,30,0,11,91,0
580,30,0,11,91,0
581,30,0,11,91,0
582,30,0,11,91,0
583,30,0,11,91,0
584,30,0,11,91,0
585,30,0,11,91,0
586,30,0,11,91,0
587,30,0,11,91,0
588,30,0,11,91,0
589,30,0,11,91,0
590,30,0,11,91,0
591,30,0,11,91,0
592,30,0,11,91,0
593,30,0,11,91,0
594,30,0,11,91,0
595,30,0,11,91,0
596,30,0,11,91,0
597,30,0,11,91,0
598,30,0,11,91,0
599,30,1,0,125,0
600,30,1,0,125,0
601,30,1,0,125,0
602,30,1,0,125,0
603,30,1,0,125,0
604,30,1,0,125,0
605,30,1,0,125,0
606,30,1,0,125,0
607,30,1,0,125,0
608,30,1,0,125,0
609,30,1,0,125,0
610,30,1,0,125,0
611,30,1,0,125,0
612,30,1,0,125,0
613,30,1,0,125,0
614,30,1,0,125,0
615,30,1,0,125,0
616,30,1,0,125,0
617,30,1,0,125,0
618,30,1,0,125,0
619,30,1,0,125,0
620,3,1,0,130,0
621,3,1,0,130,0
622,3,1,0,130,0
623,3,1,0,130,0
624,3,1,0,130,0
625,3,1,0,130,0
626,3,1,0,130,0
627,3,1,0,130,0
628,3,1,0,130,0
629,3,1,0,130,0
630,3,1,0,130,0
631,3,1,0,130,0
632,3,1,0,130,0
633,3,1,0,130,0
634,3,1,0,130,0
635,3,1,0,130,0
636,3,1,0,130,0
637,3,1,0,130,0
638,3,1,0,130,0
639,3,1,0,130,0
640,3,1,0,130,0
641,3,1,0,130,0
642,3,1,0,130,0
643,3,1,0,121,1
644,3,1,0,121,1
645,3,1,0,121,1
646,3,1,0,121,1
647,3,1,0,121,1
648,3,1,0,121,1
649,3,1,0,121,1
650,3,1,0,121,1
651,3,1,0,121,1
652,3,1,0,121,1
653,3,1,0,121,1
654,3,1,0,121,1
655,3,1,0,121,1
656,11,1,0,128,0
657,11,1,0,128,0
658,11,1,0,128,0
659,11,1,0,128,0
660,11,1,0,128,0
661,11,1,0,128,0
662,11,1,0,128,0
663,11,1,0,128,0
664,11,1,0,128,0
665,11,1,0,128,0
666,11,1,0,128,0
667,11,1,0,128,0
668,11,1,0,128,0
669,11,1,0,128,0
670,11,1,0,128,0
671,11,1,0,128,0
672,11,1,0,128,0
673,11,1,0,128,0
674,11,1,0,128,0
675,11,1,0,128,0
676,11,1,0,128,0
677,11,1,0,128,0
678,21,1,0,126,1
679,21,1,0,126,1
680,21,1,0,126,1
681,21,1,0,126,1
682,21,1,0,126,1
683,21,1,0,126,1
684,21,1,0,126,1
685,21,1,0,126,1
686,21,1,0,126,1
687,21,1,0,126,1
688,21,1,0,126,1
689,21,1,0,126,1
690,21,1,0,126,1
691,21,1,0,126,1
692,21,1,0,126,1
693,21,1,0,126,1
694,3,1,0,119,1
695,3,1,0,119,1
696,3,1,0,119,1
697,3,1,0,119,1
698,3,1,0,119,1
699,3,1,0,119,1
700,3,1,0,119,1
701,3,1,0,119,1
702,3,1,0,119,1
703,3,1,0,119,1
704,3,1,0,119,1
705,3,1,0,119,1
706,3,1,0,119,1
707,3,1,0,119,1
708,3,1,0,119,1
709,3,1,0,119,1
710,3,1,0,119,1
711,3,1,0,119,1
712,3,1,0,119,1
713,3,1,0,119,1
714,8,1,0,121,0
715,8,1,0,121,0
716,8,1,0,121,0
717,8,1,0,121,0
718,8,1,0,121,0
719,8,1,0,121,0
720,8,1,0,121,0
721,8,1,0,121,0
722,8,1,0,121,0
723,8,1,0,121,0
724,8,1,0,121,0
725,8,1,0,121,0
726,3,1,0,120,1
727,3,1,0,120,1
728,3,1,0,120,1
729,3,1,0,120,1
730,3,1,0,120,1
731,3,1,0,120,1
732,3,1,0,120,1
733,3,1,0,120,1
734,3,1,0,120,1
735,3,1,0,120,1
736,3,1,0,120,1
737,3,1,0,120,1
738,3,1,0,120,1
739,3,1,0,120,1
740,3,1,0,120,1
741,3,1,0,120,1
742,3,1,0,120,1
743,3,1,0,120,1
744,3,1,0,120,1
745,3,1,0,120,1
746,3,0,11,42,0
747,3,0,11,42,0
748,3,0,11,42,0
749,3,0,11,42,0
750,3,0,11,42,0
751,3,0,11,42,0
752,3,0,11,42,0
753,3,0,11,42,0
754,3,0,11,42,0
755,3,0,11,42,0
756,3,0,11,42,0
757,3,0,11,42,0
758,3,0,11,42,0
759,3,0,11,42,0
760,3,0,11,42,0
761,3,0,11,42,0
762,3,0,11,42,0
763,3,0,11,42,0
764,3,0,11,42,0
765,3,0,11,42,0
766,3,0,11,42,0
767,3,0,11,42,0
768,3,0,11,42,0
769,3,0,11,42,0
770,21,1,0,121,0
771,21,1,0,121,0
772,21,1,0,121,0
773,21,1,0,121,0
774,21,1,0,121,0
775,21,1,0,121,0
776,21,1,0,121,0
777,21,1,0,121,0
778,21,1,0,121,0
779,21,1,0,121,0
780,21,1,0,121,0
781,21,1,0,121,0
782,21,1,0,121,0
783,21,1,0,121,0
784,21,1,0,121,0
785,21,1,0,121,0
786,21,1,0,121,0
787,21,1,0,121,0
788,21,1,0,121,0
789,21,1,0,121,0
790,21,1,0,121,0
791,21,1,0,121,0
792,21,1,0,121,0
793,21,1,0,121,0
794,21,1,0,121,0
795,21,1,0,121,0
796,21,1,0,121,0
797,21,1,0,121,0
798,21,1,0,121,0
799,21,1,0,121,0
800,21,1,0,121,0
801,21,1,0,121,0
802,21,1,0,121,0
803,21,1,0,121,0
804,21,1,0,121,0
805,21,1,0,121,0
806,21,1,0,121,0
807,21,1,0,121,0
808,21,1,0,121,0
809,21,1,0,121,0
810,21,1,0,121,0
811,21,1,0,121,0
812,21,1,0,121,0
813,21,1,0,121,0
814,21,1,0,121,0
815,21,1,0,121,0
816,21,1,0,121,0
817,21,1,0,121,0
818,21,1,0,121,0
819,21,1,0,121,0
820,21,1,0,121,0
821,21,1,0,121,0
822,21,1,0,121,0
823,21,1,0,121,0
824,21,1,0,121,0
825,21,1,0,121,0
826,21,1,0,121,0
827,21,1,0,121,0
828,21,1,0,121,0
829,21,1,0,121,0
830,21,1,0,121,0
831,21,1,0,121,0
832,21,1,0,121,0
833,21,1,0,121,0
834,21,1,0,121,0
835,21,1,0,121,0
836,21,1,0,121,0
837,21,1,0,121,0
838,21,1,0,121,0
839,19,1,0,130,1
840,19,1,0,130,1
841,19,1,0,130,1
842,19,1,0,130,1
843,19,1,0,130,1
844,19,1,0,130,1
845,19,1,0,130,1
846,19,1,0,130,1
847,19,1,0,130,1
848,19,1,0,130,1
849,19,1,0,130,1
850,19,1,0,130,1
851,19,1,0,130,1
852,19,1,0,130,1
853,19,1,0,130,1
854,19,1,0,130,1
855,19,1,0,130,1
856,19,1,0,130,1
857,19,1,0,130,1
858,19,1,0,130,1
859,19,1,0,130,1
860,30,1,0,127,0
861,30,1,0,127,0
862,30,1,0,127,0
863,30,1,0,127,0
864,30,1,0,127,0
865,30,1,0,127,0
866,30,1,0,127,0
867,30,1,0,127,0
868,30,1,0,127,0
869,30,1,0,127,0
870,30,1,0,127,0
871,30,1,0,127,0
872,30,1,0,127,0
873,30,1,0,127,0
874,30,1,0,127,0
875,30,1,0,127,0
876,30,1,0,127,0
877,30,1,0,127,0
878,30,1,0,127,0
879,8,1,0,125,1
880,8,1,0,125,1
881,8,1,0,125,1
882,8,1,0,125,1
883,8,1,0,125,1
884,8,1,0,125,1
885,8,1,0,125,1
886,8,1,0,125,1
887,8,1,0,125,1
888,8,1,0,125,1
889,8,1,0,125,1
890,8,1,0,125,1
891,8,1,0,125,1
892,8,1,0,125,1
893,8,1,0,125,1
894,8,1,0,125,1
895,8,1,0,125,1
896,8,1,0,125,1
897,8,1,0,125,1
898,8,1,0,125,1
899,8,1,0,125,1
900,8,1,0,125,1
901,8,1,0,125,1
902,8,1,0,125,1
903,8,1,0,125,1
904,8,1,0,125,1
905,8,1,0,125,1
906,8,1,0,125,1
907,8,1,0,125,1
908,8,1,0,125,1
909,8,1,0,125,1
910,8,1,0,125,1
911,8,1,0,125,1
912,8,1,0,125,1
913,8,1,0,125,1
914,3,1,0,119,0
915,3,1,0,119,0
916,3,1,0,119,0
917,3,1,0,119,0
918,3,1,0,119,0
919,3,1,0,119,0
920,3,1,0,119,0
921,3,1,0,119,0
922,3,1,0,119,0
923,3,1,0,119,0
924,3,0,11,80,0
925,3,0,11,80,0
926,3,0,11,80,0
927,3,0,11,80,0
928,3,0,11,80,0
929,30,0,8,103,1
930,30,0,8,103,1
931,30,0,8,103,1
932,30,0,8,103,1
933,30,0,8,103,1
934,30,0,8,103,1
935,30,0,8,103,1
936,30,0,8,103,1
937,30,0,10,138,1
938,30,0,10,138,1
939,30,0,10,138,1
940,30,0,10,138,1
941,30,0,10,138,1
942,30,0,10,138,1
943,30,0,8,103,1
944,8,1,0,124,0
945,8,1,0,124,0
946,8,1,0,124,0
947,8,1,0,124,0
948,8,1,0,124,0
949,8,1,0,124,0
950,8,1,0,124,0
951,8,1,0,124,0
952,8,1,0,124,0
953,8,1,0,124,0
954,8,1,0,124,0
955,8,1,0,124,0
956,8,1,0,124,0
957,8,1,0,124,0
958,8,1,0,124,0
959,8,1,0,124,0
960,8,1,0,124,0
961,8,1,0,124,0
962,8,1,0,124,0
963,8,1,0,124,0
964,8,1,0,123,0
965,8,1,0,123,0
966,8,1,0,123,0
967,8,1,0,123,0
968,8,1,0,123,0
969,8,1,0,123,0
970,8,1,0,123,0
971,8,1,0,123,0
972,8,1,0,123,0
973,8,1,0,123,0
974,8,1,0,123,0
975,8,1,0,123,0
976,8,1,0,123,0
977,8,1,0,123,0
978,8,1,0,123,0
979,8,1,0,123,0
980,8,1,0,123,0
981,8,1,0,123,0
982,8,1,0,123,0
983,8,1,0,123,0
984,8,1,0,123,0
985,8,1,0,123,0
986,8,1,0,123,0
987,8,1,0,123,0
988,8,1,0,123,0
989,8,1,0,123,0
990,8,1,0,123,0
991,8,1,0,123,0
992,8,1,0,123,0
993,8,1,0,123,0
994,8,1,0,123,0
995,8,1,0,123,0
996,8,1,0,123,0
997,8,1,0,123,0
998,8,1,0,123,0
999,8,1,0,123,0
1000,8,1,0,123,0
1001,8,1,0,123,0
1002,8,1,0,123,0
1003,8,1,0,123,0
1004,8,1,0,123,0
1005,8,1,0,123,0
1006,8,1,0,123,0
1007,8,1,0,123,0
1008,8,1,0,123,0
1009,8,1,0,123,0
1010,8,1,0,123,0
1011,8,1,0,123,0
1012,8,1,0,123,0
1013,8,1,0,123,0
1014,8,1,0,123,0
1015,8,1,0,123,0
1016,8,1,0,123,0
1017,8,1,0,123,0
1018,8,1,0,123,0
1019,3,0,11,50,1
1020,3,0,11,50,1
1021,3,0,11,50,1
1022,3,0,11,50,1
1023,3,0,11,50,1
1024,3,0,11,50,1
1025,3,0,11,50,1
1026,3,0,11,50,1
1027,3,0,11,50,1
1028,3,0,11,50,1
1029,3,0,11,50,1
1030,3,0,11,50,1
1031,3,0,11,50,1
1032,3,0,11,50,1
1033,3,0,11,50,1
1034,3,0,11,50,1
1035,3,0,11,50,1
1036,3,0,11,50,1
1037,3,0,11,50,1
1038,3,0,11,50,1
1039,3,0,11,50,1
1040,3,0,11,50,1
1041,3,0,11,72,0
1042,3,0,11,72,0
1043,3,0,11,72,0
1044,3,0,11,72,0
1045,3,0,11,72,0
1046,3,0,11,72,0
1047,3,0,11,72,0
1048,3,1,0,120,1
1049,3,1,0,120,1
1050,3,1,0,120,1
1051,3,1,0,120,1
1052,3,1,0,120,1
1053,3,1,0,120,1
1054,3,1,0,120,1
1055,3,1,0,120,1
1056,3,1,0,120,1
1057,3,1,0,120,1
1058,3,1,0,120,1
1059,3,1,0,120,1
1060,3,1,0,120,1
1061,3,1,0,120,1
1062,30,0,11,73,0
1063,30,0,11,73,0
1064,30,0,11,73,0
1065,30,0,11,73,0
1066,30,0,11,73,0
1067,30,0,11,73,0
1068,24,1,0,121,1
1069,24,1,0,121,1
1070,24,1,0,121,1
1071,24,1,0,121,1
1072,24,1,0,121,1
1073,24,1,0,121,1
1074,24,1,0,121,1
1075,24,1,0,121,1
1076,24,1,0,121,1
1077,24,1,0,121,1
1078,24,1,0,121,1
1079,24,1,0,121,1
1080,24,1,0,121,1
1081,24,1,0,121,1
1082,24,1,0,121,1
1083,30,1,0,126,0
1084,30,1,0,126,0
1085,30,1,0,126,0
1086,30,1,0,126,0
1087,30,1,0,126,0
1088,30,1,0,126,0
1089,30,1,0,126,0
1090,30,1,0,126,0
1091,30,1,0,126,0
1092,30,1,0,126,0
1093,30,1,0,126,0
1094,30,1,0,126,0
1095,30,1,0,126,0
1096,8,1,0,133,1
1097,8,1,0,133,1
1098,8,1,0,133,1
1099,8,1,0,133,1
1100,8,1,0,133,1
1101,8,1,0,133,1
1102,8,1,0,133,1
1103,8,1,0,133,1
1104,8,1,0,133,1
1105,8,1,0,133,1
1106,8,1,0,133,1
1107,8,1,0,133,1
1108,8,1,0,133,1
1109,8,1,0,133,1
1110,8,1,0,133,1
1111,8,1,0,133,1
1112,8,1,0,133,1
1113,8,1,0,133,1
1114,8,1,0,133,1
1115,8,1,0,133,1
1116,8,1,0,133,1
1117,8,1,0,133,1
1118,8,1,0,133,1
1119,8,1,0,133,1
1120,8,1,0,133,1
1121,8,1,0,133,1
1122,8,1,0,133,1
1123,8,1,0,133,1
1124,8,1,0,133,1
1125,8,1,0,133,1
1126,8,1,0,133,1
1127,8,1,0,133,1
1128,8,1,0,133,1
1129,8,1,0,133,1
1130,8,1,0,133,1
1131,8,1,0,133,1
1132,8,1,0,133,1
1133,8,1,0,133,1
1134,8,1,0,133,1
1135,3,1,0,121,0
1136,3,1,0,121,0
1137,3,1,0,121,0
1138,3,1,0,121,0
1139,3,1,0,121,0
1140,3,1,0,121,0
1141,3,1,0,121,0
1142,3,1,0,121,0
1143,3,1,0,121,0
1144,3,1,0,121,0
1145,3,1,0,121,0
1146,3,1,0,121,0
1147,3,1,0,121,0
